node1,node2,node1_string_internal_id,node2_string_internal_id,node1_external_id,node2_external_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
AT3G14205,AT2G01690,620597,614987,3702.AT3G14205.1,3702.AT2G01690.2,0,0,0,0,0.044,0.789,0.9,0.581,0.99
SMT1,CAS1,629990,615401,3702.AT5G13710.1,3702.AT2G07050.1,0,0,0,0,0.076,0.261,0.9,0.876,0.99
MGD2,SQD2,630702,628751,3702.AT5G20410.1,3702.AT5G01220.1,0.074,0,0,0,0.322,0,0.9,0.87,0.99
ACLB-2,ACLA-3,633084,608736,3702.AT5G49460.1,3702.AT1G09430.1,0,0.135,0.441,0,0.093,0,0.8,0.906,0.99
ATS2,LPAT2,627699,623977,3702.AT4G30580.1,3702.AT3G57650.1,0,0,0,0,0.056,0,0.8,0.952,0.99
AT2G01690,AT1G17340,614987,609586,3702.AT2G01690.2,3702.AT1G17340.1,0,0,0,0,0.071,0.789,0.9,0.581,0.99
At4g25700,LUT1,627167,623502,3702.AT4G25700.1,3702.AT3G53130.1,0,0,0,0,0.097,0,0.9,0.906,0.99
WSD1,CER4,631748,628051,3702.AT5G37300.1,3702.AT4G33790.1,0,0,0,0,0,0,0.9,0.903,0.989
KAT5,AIM1,633021,627528,3702.AT5G48880.2,3702.AT4G29010.1,0.132,0.105,0.215,0,0.159,0.346,0.9,0.764,0.989
KAT5,MFP2,633021,619828,3702.AT5G48880.2,3702.AT3G06860.1,0.132,0.094,0.226,0,0.159,0.346,0.9,0.767,0.989
DGAT2,PAH1,623328,620066,3702.AT3G51520.1,3702.AT3G09560.1,0,0,0,0,0,0.272,0.9,0.869,0.989
HDS,CLA1,634285,626048,3702.AT5G60600.1,3702.AT4G15560.1,0.08,0,0.243,0,0.193,0,0,0.983,0.989
AT3G54250,IPP2,623622,619368,3702.AT3G54250.1,3702.AT3G02780.1,0.19,0,0,0,0.351,0,0.9,0.816,0.989
AOS,AOC4,632323,609158,3702.AT5G42650.1,3702.AT1G13280.1,0,0,0,0,0.045,0,0.9,0.9,0.989
ATSTE24,FTA,624754,624153,3702.AT4G01320.1,3702.AT3G59380.1,0,0,0,0,0.048,0,0.9,0.894,0.989
ATG3,ATG8G,634381,624278,3702.AT5G61500.1,3702.AT3G60640.1,0,0,0,0,0.193,0.73,0.8,0.792,0.989
HMGS,CYP51G1,625608,608984,3702.AT4G11820.2,3702.AT1G11680.1,0.059,0,0,0,0.896,0.05,0,0.903,0.989
PRT6,BIG,628866,619312,3702.AT5G02310.1,3702.AT3G02260.1,0,0,0,0,0.294,0,0.9,0.863,0.989
AT4G16155,AT3G13930,626122,620566,3702.AT4G16155.1,3702.AT3G13930.1,0.158,0.013,0,0,0.433,0.731,0.65,0.802,0.989
GID1C,GAI,631334,609337,3702.AT5G27320.1,3702.AT1G14920.1,0,0,0,0,0,0.752,0.6,0.904,0.989
LpxD1,LpxK,625142,621287,3702.AT4G05210.1,3702.AT3G20480.1,0.19,0,0.409,0,0.046,0.045,0,0.977,0.988
LpxD2,LpxK,626675,621287,3702.AT4G21220.1,3702.AT3G20480.1,0.19,0,0.408,0,0.046,0.045,0,0.977,0.988
SNRK2.3,ABI1,634962,627210,3702.AT5G66880.1,3702.AT4G26080.1,0,0,0,0,0.049,0.58,0.6,0.934,0.988
ANNAT3,ANNAT4,618161,618160,3702.AT2G38760.1,3702.AT2G38750.1,0,0,0,0.802,0.986,0,0,0.952,0.988
PAH2,DGAT2,632349,623328,3702.AT5G42870.1,3702.AT3G51520.1,0,0,0,0,0,0.272,0.9,0.848,0.988
ERA1,ATSTE24,632061,624754,3702.AT5G40280.1,3702.AT4G01320.1,0,0,0,0,0,0,0.9,0.888,0.988
LPD1,AT3G13930,620901,620566,3702.AT3G16950.2,3702.AT3G13930.1,0.158,0.014,0,0,0.433,0.731,0.65,0.774,0.988
AT5G19130,AT1G12730,630562,609099,3702.AT5G19130.1,3702.AT1G12730.1,0,0,0,0,0.109,0.837,0.8,0.664,0.988
APG7,AT3G59950,632694,624209,3702.AT5G45900.1,3702.AT3G59950.1,0,0,0,0,0.133,0.76,0,0.95,0.988
AT3G07180,AT1G12730,619862,609099,3702.AT3G07180.1,3702.AT1G12730.1,0,0,0,0,0.159,0.837,0.8,0.63,0.988
ATS2,LPAT5,627699,621111,3702.AT4G30580.1,3702.AT3G18850.2,0,0,0,0,0.056,0,0.8,0.944,0.988
ATS2,TAG1,627699,616101,3702.AT4G30580.1,3702.AT2G19450.1,0,0,0,0,0.043,0,0.9,0.892,0.988
LAS1,CYP51G1,622650,608984,3702.AT3G45130.1,3702.AT1G11680.1,0,0,0,0,0.194,0.479,0.9,0.76,0.988
CAC2,BCCP2,631568,630176,3702.AT5G35360.3,3702.AT5G15530.1,0.105,0,0.396,0,0.304,0,0.8,0.868,0.988
PSY,CLA1,630357,626048,3702.AT5G17230.3,3702.AT4G15560.1,0,0,0,0,0.331,0,0,0.982,0.987
AAPT2,PECT1,621842,618151,3702.AT3G25585.4,3702.AT2G38670.1,0,0,0,0,0.061,0,0.9,0.877,0.987
PAH1,TAG1,620066,616101,3702.AT3G09560.1,3702.AT2G19450.1,0,0,0,0,0.082,0.255,0.9,0.839,0.987
SDP1,TAG1,629053,616101,3702.AT5G04040.1,3702.AT2G19450.1,0,0,0,0,0,0,0.9,0.884,0.987
SLY1,GAI,627007,609337,3702.AT4G24210.1,3702.AT1G14920.1,0,0,0,0,0,0.655,0.8,0.84,0.987
ITPK1,IPK2a,630308,629399,3702.AT5G16760.1,3702.AT5G07370.4,0,0,0,0,0,0,0.9,0.878,0.987
FTA,FACE2,624153,617894,3702.AT3G59380.1,3702.AT2G36305.1,0,0,0,0,0.1,0.042,0.9,0.877,0.987
PDAT,TAG1,629983,616101,3702.AT5G13640.1,3702.AT2G19450.1,0,0,0,0,0,0.199,0,0.984,0.987
alpha-ADR,AT2G43160,630873,618635,3702.AT5G22770.1,3702.AT2G43160.1,0,0,0,0,0.27,0.8,0,0.918,0.987
FK,DWF1,623480,621215,3702.AT3G52940.1,3702.AT3G19820.2,0,0,0,0,0.236,0,0.9,0.846,0.987
SQD2,MGDC,628751,615535,3702.AT5G01220.1,3702.AT2G11810.1,0.074,0,0,0,0.37,0,0.9,0.807,0.987
TOC75-III,TOC33,622819,607974,3702.AT3G46740.1,3702.AT1G02280.1,0,0,0,0,0.278,0,0,0.981,0.986
ABA1,ZDS,634978,619598,3702.AT5G67030.1,3702.AT3G04870.2,0,0,0,0,0.202,0,0,0.983,0.986
LCB2,LCB1,630970,628340,3702.AT5G23670.1,3702.AT4G36480.1,0,0,0.447,0.671,0.585,0.945,0,0.988,0.986
PGI1,GAPC1,627050,619515,3702.AT4G24620.1,3702.AT3G04120.1,0.19,0,0,0,0.771,0,0.8,0.681,0.986
ACD5,AT1G07380,633283,608512,3702.AT5G51290.1,3702.AT1G07380.1,0,0,0,0,0.047,0.18,0.9,0.846,0.986
ATG8E,AT2G44140,618852,618743,3702.AT2G45170.2,3702.AT2G44140.1,0,0,0,0,0.201,0.715,0.8,0.742,0.986
ABA1,At4g25700,634978,627167,3702.AT5G67030.1,3702.AT4G25700.1,0,0,0,0,0.075,0,0.9,0.862,0.986
IPK1,IPK2a,632342,629399,3702.AT5G42810.1,3702.AT5G07370.4,0,0,0,0,0.043,0,0.9,0.869,0.986
HDR,CLA1,628115,626048,3702.AT4G34350.1,3702.AT4G15560.1,0.087,0,0.214,0,0.221,0,0,0.979,0.986
SMO1-1,CYP51G1,625641,608984,3702.AT4G12110.1,3702.AT1G11680.1,0,0,0,0,0.899,0.697,0,0.586,0.986
ABA1,PDS3,634978,625872,3702.AT5G67030.1,3702.AT4G14210.1,0,0,0,0,0.179,0,0,0.983,0.986
PAH2,TAG1,632349,616101,3702.AT5G42870.1,3702.AT2G19450.1,0,0,0,0,0.082,0.255,0.9,0.82,0.986
PECT1,AAPT1,618151,609187,3702.AT2G38670.1,3702.AT1G13560.1,0,0,0,0,0.061,0,0.9,0.869,0.986
AT5G42740,MEE31,632332,619346,3702.AT5G42740.1,3702.AT3G02570.1,0.19,0,0,0,0.154,0,0.9,0.83,0.986
CLA1,CDPMEK,626048,616889,3702.AT4G15560.1,3702.AT2G26930.1,0,0,0.285,0,0.166,0,0,0.978,0.986
ATS2,LPLAT1,627699,609090,3702.AT4G30580.1,3702.AT1G12640.1,0,0,0,0,0.048,0.499,0.8,0.878,0.986
LTA3,LPD1,623404,620901,3702.AT3G52200.2,3702.AT3G16950.2,0.158,0.005,0,0,0.433,0.731,0.65,0.74,0.986
AOS,OPR3,632323,615372,3702.AT5G42650.1,3702.AT2G06050.2,0,0,0,0,0.511,0,0,0.971,0.985
PEX19-2,PEX10,630392,616829,3702.AT5G17550.1,3702.AT2G26350.1,0,0,0,0,0,0.732,0,0.949,0.985
ERA1,FACE2,632061,617894,3702.AT5G40280.1,3702.AT2G36305.1,0,0,0,0,0.056,0.048,0.9,0.862,0.985
AT4G10050,RCN1,625419,610400,3702.AT4G10050.1,3702.AT1G25490.1,0,0,0,0,0,0.707,0.9,0.55,0.985
APG7,AT2G44140,632694,618743,3702.AT5G45900.1,3702.AT2G44140.1,0,0,0,0,0.133,0.76,0,0.934,0.985
CAC2,CAC1,631568,630268,3702.AT5G35360.3,3702.AT5G16390.1,0.105,0,0.4,0,0.239,0,0.8,0.849,0.985
GID1A,RGL2,619627,619440,3702.AT3G05120.1,3702.AT3G03450.1,0,0,0,0,0,0.566,0.6,0.921,0.985
AT3G59950,ATG8H,624209,619780,3702.AT3G59950.1,3702.AT3G06420.1,0,0,0,0,0.142,0.715,0.9,0.474,0.985
HMGS,AT2G26800,625608,616875,3702.AT4G11820.2,3702.AT2G26800.2,0,0,0,0,0,0,0.9,0.864,0.985
CLA1,ISPD,626048,615069,3702.AT4G15560.1,3702.AT2G02500.1,0.162,0,0.314,0,0.057,0,0,0.976,0.985
ATG8H,AT2G44140,619780,618743,3702.AT3G06420.1,3702.AT2G44140.1,0,0,0,0,0.142,0.715,0.9,0.474,0.985
SMO2-2,SMT2,617142,609885,3702.AT2G29390.1,3702.AT1G20330.1,0,0,0,0,0.048,0.319,0.9,0.801,0.985
ATG3,AT3G59950,634381,624209,3702.AT5G61500.1,3702.AT3G59950.1,0,0,0,0,0.113,0.81,0,0.921,0.985
SQS1,FPS2,628148,626239,3702.AT4G34640.1,3702.AT4G17190.1,0.126,0,0,0,0.72,0.044,0.6,0.865,0.985
REP,PGGT-I,619795,618241,3702.AT3G06540.1,3702.AT2G39550.1,0,0,0,0,0,0.344,0.9,0.796,0.985
PDS3,LYC,625872,620139,3702.AT4G14210.1,3702.AT3G10230.1,0,0,0,0,0.263,0,0,0.98,0.985
mtLPD2,IAR4,620931,610293,3702.AT3G17240.1,3702.AT1G24180.1,0,0,0,0,0.503,0.429,0.9,0.517,0.984
MIPS1,VTC4,628689,619377,3702.AT4G39800.1,3702.AT3G02870.1,0.148,0,0,0,0.118,0,0.9,0.819,0.984
SDP1,DGAT2,629053,623328,3702.AT5G04040.1,3702.AT3G51520.1,0,0,0,0,0,0.156,0.9,0.835,0.984
AT5G20840,FAB1B,630742,620605,3702.AT5G20840.1,3702.AT3G14270.1,0,0,0,0,0.166,0.702,0.9,0.432,0.984
CYP51G1,ERG28,608984,608806,3702.AT1G11680.1,3702.AT1G10030.1,0,0,0,0,0.108,0.817,0,0.913,0.984
AT5G10160,MOD1,629661,615365,3702.AT5G10160.1,3702.AT2G05990.2,0.066,0,0,0,0.407,0.198,0.9,0.697,0.984
DIN4,MCCA,620504,608063,3702.AT3G13450.1,3702.AT1G03090.2,0.102,0,0,0,0.876,0.176,0,0.849,0.984
ELF6,REF6,629075,622996,3702.AT5G04240.1,3702.AT3G48430.1,0,0,0,0.782,0.057,0.805,0.9,0.955,0.984
FAB1A,AT1G17340,627991,609586,3702.AT4G33240.1,3702.AT1G17340.1,0,0,0,0,0.167,0.702,0.9,0.432,0.984
AT5G38460,EBS3,631874,609538,3702.AT5G38460.2,3702.AT1G16900.1,0,0,0,0,0.081,0.121,0.9,0.833,0.984
AT5G20840,FAB1A,630742,627991,3702.AT5G20840.1,3702.AT4G33240.1,0,0,0,0,0.194,0.702,0.9,0.432,0.984
AT5G42740,GAPC1,632332,619515,3702.AT5G42740.1,3702.AT3G04120.1,0.19,0,0,0,0.787,0,0.8,0.601,0.984
ACX1,PKT3,626194,617552,3702.AT4G16760.1,3702.AT2G33150.1,0.173,0,0,0,0.603,0,0.65,0.883,0.984
FAB1B,AT3G14205,620605,620597,3702.AT3G14270.1,3702.AT3G14205.1,0,0,0,0,0.206,0.702,0.9,0.432,0.984
GID1B,RGL2,624540,619440,3702.AT3G63010.1,3702.AT3G03450.1,0,0,0,0,0,0.566,0.6,0.92,0.984
PECT1,emb1187,618151,616878,3702.AT2G38670.1,3702.AT2G26830.1,0.063,0,0,0,0.063,0,0.9,0.833,0.983
SQS1,HMGS,628148,625608,3702.AT4G34640.1,3702.AT4G11820.2,0,0,0,0,0.531,0.064,0,0.965,0.983
ROT3,DET2,628330,618084,3702.AT4G36380.1,3702.AT2G38050.1,0,0,0,0,0,0,0.9,0.84,0.983
ATG18B,VPS15,627692,627571,3702.AT4G30510.1,3702.AT4G29380.1,0,0,0,0,0.112,0,0.9,0.833,0.983
DWF1,CYP51G1,621215,608984,3702.AT3G19820.2,3702.AT1G11680.1,0,0,0,0,0.286,0,0.9,0.791,0.983
AT5G47720,MFP2,632892,619828,3702.AT5G47720.4,3702.AT3G06860.1,0.132,0.019,0.217,0,0.159,0.346,0.9,0.633,0.983
FAB1A,AT3G14205,627991,620597,3702.AT4G33240.1,3702.AT3G14205.1,0,0,0,0,0.155,0.702,0.9,0.432,0.983
FAB1B,AT1G17340,620605,609586,3702.AT3G14270.1,3702.AT1G17340.1,0,0,0,0,0.155,0.702,0.9,0.432,0.983
ATCES1,SPHK1,626801,626708,3702.AT4G22330.1,3702.AT4G21540.1,0,0,0,0,0,0.126,0.9,0.815,0.982
AT5G57300,COQ3,633935,617302,3702.AT5G57300.3,3702.AT2G30920.1,0,0,0,0,0.133,0.139,0,0.978,0.982
AT5G47720,AIM1,632892,627528,3702.AT5G47720.4,3702.AT4G29010.1,0.132,0.021,0.21,0,0.159,0.346,0.9,0.633,0.982
ABA1,CRTISO,634978,608455,3702.AT5G67030.1,3702.AT1G06820.1,0.102,0,0,0,0,0,0,0.981,0.982
IPP1,GPS1,630273,617715,3702.AT5G16440.1,3702.AT2G34630.2,0.176,0,0,0,0.092,0,0.65,0.94,0.982
GID1C,RGA1,631334,614974,3702.AT5G27320.1,3702.AT2G01570.1,0,0,0,0,0,0.566,0.6,0.906,0.982
IPP1,ISPD,630273,615069,3702.AT5G16440.1,3702.AT2G02500.1,0,0,0,0,0,0,0,0.982,0.982
KDTA,LpxA,629022,627586,3702.AT5G03770.1,3702.AT4G29540.2,0.19,0,0.425,0,0,0.042,0,0.965,0.982
SMT1,SMO1-2,629990,626849,3702.AT5G13710.1,3702.AT4G22756.1,0,0,0,0,0.048,0.319,0.9,0.752,0.981
LUT2,NPQ1,633905,608645,3702.AT5G57030.1,3702.AT1G08550.1,0,0,0,0,0.272,0,0,0.975,0.981
CAC2,MCCB,631568,628078,3702.AT5G35360.3,3702.AT4G34030.1,0.19,0.162,0,0,0.779,0.79,0,0.503,0.981
PDAT,SDP1,629983,629053,3702.AT5G13640.1,3702.AT5G04040.1,0,0,0,0,0.059,0,0.9,0.818,0.981
AGD7,ARF2-A,618032,610221,3702.AT2G37550.1,3702.AT1G23490.1,0,0,0,0,0.101,0.799,0,0.907,0.981
FPS1,HMGS,632897,625608,3702.AT5G47770.1,3702.AT4G11820.2,0.073,0,0,0,0.914,0.049,0,0.78,0.981
FUS3,LEC1,621984,610060,3702.AT3G26790.1,3702.AT1G21970.1,0,0,0,0,0,0,0,0.981,0.981
SMT1,FK,629990,623480,3702.AT5G13710.1,3702.AT3G52940.1,0,0,0,0,0.049,0.333,0,0.973,0.981
FPS1,SQS1,632897,628148,3702.AT5G47770.1,3702.AT4G34640.1,0.126,0,0,0,0.73,0.044,0.6,0.828,0.981
LFY,AGL20,634417,618902,3702.AT5G61850.1,3702.AT2G45660.1,0,0,0,0,0,0,0,0.981,0.981
MK,SQS1,631348,628148,3702.AT5G27450.2,3702.AT4G34640.1,0.047,0,0,0,0.525,0,0,0.961,0.98
ACX5,PKT3,617827,617552,3702.AT2G35690.1,3702.AT2G33150.1,0.173,0,0,0,0.607,0,0.65,0.851,0.98
MOD1,FATB,615365,608641,3702.AT2G05990.2,3702.AT1G08510.1,0,0,0,0,0,0,0.9,0.808,0.98
ACD5,AT3G24180,633283,621700,3702.AT5G51290.1,3702.AT3G24180.1,0,0,0,0,0,0,0.9,0.808,0.98
HMGS,IPP2,625608,619368,3702.AT4G11820.2,3702.AT3G02780.1,0.19,0,0,0,0.902,0,0,0.778,0.98
SMT2,SMO2-1,609885,608516,3702.AT1G20330.1,3702.AT1G07420.1,0,0,0,0,0.048,0.319,0.9,0.738,0.98
IPP1,HMG2,630273,615884,3702.AT5G16440.1,3702.AT2G17370.1,0.19,0,0,0,0.9,0,0,0.78,0.98
IPP1,CDPMEK,630273,616889,3702.AT5G16440.1,3702.AT2G26930.1,0.19,0,0,0,0,0,0,0.977,0.98
APG7,VPS15,632694,627571,3702.AT5G45900.1,3702.AT4G29380.1,0,0,0,0,0.164,0,0,0.976,0.979
MAB1,AT5G09300,633238,629565,3702.AT5G50850.1,3702.AT5G09300.1,0.19,0.409,0.394,0,0.751,0.679,0,0.27,0.979
LUT2,PSY,633905,630357,3702.AT5G57030.1,3702.AT5G17230.3,0,0,0,0,0.472,0,0,0.962,0.979
SMT1,DWF1,629990,621215,3702.AT5G13710.1,3702.AT3G19820.2,0,0,0,0,0.141,0,0.9,0.778,0.979
IPP1,SQS1,630273,628148,3702.AT5G16440.1,3702.AT4G34640.1,0.19,0.187,0,0,0.523,0,0,0.942,0.979
ATG3,ATG8B,634381,625069,3702.AT5G61500.1,3702.AT4G04620.1,0,0,0,0,0.193,0.73,0.8,0.59,0.979
AT3G15290,PKT3,620714,617552,3702.AT3G15290.1,3702.AT2G33150.1,0.19,0,0.36,0,0.197,0.73,0,0.843,0.979
ATG3,ATG8E,634381,618852,3702.AT5G61500.1,3702.AT2G45170.2,0,0,0,0,0.21,0.73,0.8,0.58,0.979
AT5G58980,ACD5,634118,633283,3702.AT5G58980.1,3702.AT5G51290.1,0,0,0,0,0.047,0.18,0.9,0.765,0.979
BSK3,BSU1,624684,608101,3702.AT4G00710.1,3702.AT1G03445.1,0,0,0,0,0,0.566,0.8,0.78,0.979
IPK2BETA,ITPK4,634408,618726,3702.AT5G61760.1,3702.AT2G43980.1,0,0,0,0,0.086,0,0.9,0.79,0.979
AT1G21400,MCCA,609997,608063,3702.AT1G21400.1,3702.AT1G03090.2,0.14,0,0,0,0.933,0,0,0.672,0.979
BCE2,MCCA,619827,608063,3702.AT3G06850.1,3702.AT1G03090.2,0,0,0,0,0.876,0,0,0.843,0.979
KAT5,ACX5,633021,617827,3702.AT5G48880.2,3702.AT2G35690.1,0.173,0,0,0,0.577,0,0.65,0.843,0.978
HDR,IPP2,628115,619368,3702.AT4G34350.1,3702.AT3G02780.1,0,0,0,0,0,0,0.9,0.797,0.978
GID1C,RGL2,631334,619440,3702.AT5G27320.1,3702.AT3G03450.1,0,0,0,0,0,0.566,0.6,0.886,0.978
IMPL2,VTC2,628618,627293,3702.AT4G39120.1,3702.AT4G26850.1,0,0,0,0,0,0,0.9,0.792,0.978
RGL3,GID1A,630385,619627,3702.AT5G17490.1,3702.AT3G05120.1,0,0,0,0,0,0.488,0.6,0.903,0.978
KAT5,ACX1,633021,626194,3702.AT5G48880.2,3702.AT4G16760.1,0.173,0,0,0,0.577,0,0.65,0.844,0.978
ACD5,AT2G38010,633283,618080,3702.AT5G51290.1,3702.AT2G38010.2,0,0,0,0,0.047,0.18,0.9,0.753,0.978
AT5G42740,GAPCP-2,632332,609479,3702.AT5G42740.1,3702.AT1G16300.1,0.19,0,0,0,0.771,0,0.8,0.497,0.978
PGI1,GAPCP-2,627050,609479,3702.AT4G24620.1,3702.AT1G16300.1,0.19,0,0,0,0.771,0,0.8,0.497,0.978
Z-ISO,CRTISO,608895,608455,3702.AT1G10830.1,3702.AT1G06820.1,0,0,0.229,0,0.063,0,0,0.972,0.978
FAD6,FAD5,627740,620781,3702.AT4G30950.1,3702.AT3G15850.1,0,0,0,0,0.48,0,0,0.958,0.977
IPP1,CLA1,630273,626048,3702.AT5G16440.1,3702.AT4G15560.1,0,0,0,0,0,0,0,0.977,0.977
HDS,IPP1,634285,630273,3702.AT5G60600.1,3702.AT5G16440.1,0.049,0,0,0,0,0,0,0.977,0.977
AAPT1,LPLAT1,609187,609090,3702.AT1G13560.1,3702.AT1G12640.1,0,0,0,0,0.044,0,0.9,0.779,0.977
MAB1,AT1G21400,633238,609997,3702.AT5G50850.1,3702.AT1G21400.1,0.19,0.357,0.391,0,0.751,0.679,0,0.27,0.977
ATCES1,DES-1-LIKE,626801,625104,3702.AT4G22330.1,3702.AT4G04930.1,0,0,0,0,0.044,0,0.9,0.78,0.977
RGL3,GID1B,630385,624540,3702.AT5G17490.1,3702.AT3G63010.1,0,0,0,0,0,0.488,0.6,0.898,0.977
PRE1,IBH1,632019,618625,3702.AT5G39860.1,3702.AT2G43060.1,0,0,0,0,0,0,0,0.977,0.977
KAT5,AT2G26800,633021,616875,3702.AT5G48880.2,3702.AT2G26800.2,0.059,0,0,0,0.128,0,0.9,0.756,0.977
KAT5,AT3G15290,633021,620714,3702.AT5G48880.2,3702.AT3G15290.1,0.19,0,0.361,0,0.197,0.73,0,0.827,0.977
CYP90D1,DET2,620539,618084,3702.AT3G13730.1,3702.AT2G38050.1,0,0,0,0,0,0,0.9,0.786,0.977
WSD1,FAR7,631748,630836,3702.AT5G37300.1,3702.AT5G22420.1,0,0,0,0,0,0,0.9,0.778,0.976
SMO1-1,AT3G02590,625641,619348,3702.AT4G12110.1,3702.AT3G02590.1,0,0,0,0,0.897,0.545,0,0.548,0.976
SMO1-2,AT3G02590,626849,619348,3702.AT4G22756.1,3702.AT3G02590.1,0,0,0,0,0.897,0.545,0,0.548,0.976
ACD5,AT4G10060,633283,625420,3702.AT5G51290.1,3702.AT4G10060.1,0,0,0,0,0,0,0.9,0.776,0.976
AT5G09300,AT2G34590,629565,617711,3702.AT5G09300.1,3702.AT2G34590.1,0.19,0.304,0.425,0,0.751,0.679,0,0.27,0.976
SMO1-3,AT3G02590,626848,619348,3702.AT4G22753.2,3702.AT3G02590.1,0,0,0,0,0.897,0.545,0,0.548,0.976
AT4G19860,LPLAT1,626535,609090,3702.AT4G19860.1,3702.AT1G12640.1,0,0,0,0,0.119,0,0.9,0.758,0.976
PI-4KBETA1,RHD4,634649,623322,3702.AT5G64070.1,3702.AT3G51460.1,0,0,0,0,0.133,0.201,0.8,0.842,0.975
CHY2,LYC,633418,620139,3702.AT5G52570.1,3702.AT3G10230.1,0,0,0,0,0.062,0,0.9,0.755,0.975
AT2G34590,AT1G21400,617711,609997,3702.AT2G34590.1,3702.AT1G21400.1,0.19,0.274,0.423,0,0.751,0.679,0,0.27,0.975
SQP2,PEN1,631021,626020,3702.AT5G24140.1,3702.AT4G15340.1,0,0,0,0,0.398,0,0.9,0.627,0.975
ATG8F,AT2G44140,626166,618743,3702.AT4G16520.2,3702.AT2G44140.1,0,0,0,0,0.193,0.715,0.8,0.526,0.975
MK,CDPMEK,631348,616889,3702.AT5G27450.2,3702.AT2G26930.1,0,0,0,0,0,0,0,0.975,0.975
KDTA,LpxD2,629022,626675,3702.AT5G03770.1,3702.AT4G21220.1,0.19,0,0.436,0,0,0,0,0.949,0.975
mtLPD2,DIN4,620931,620504,3702.AT3G17240.1,3702.AT3G13450.1,0.178,0,0,0,0.233,0.275,0.9,0.552,0.975
MCCB,DIN4,628078,620504,3702.AT4G34030.1,3702.AT3G13450.1,0.175,0,0,0,0.93,0,0,0.602,0.975
KDTA,LpxD1,629022,625142,3702.AT5G03770.1,3702.AT4G05210.1,0.19,0,0.436,0,0,0,0,0.949,0.975
PI-4KBETA1,PIS2,634649,628564,3702.AT5G64070.1,3702.AT4G38570.1,0,0,0,0,0.045,0,0.9,0.763,0.975
MK,ISPD,631348,615069,3702.AT5G27450.2,3702.AT2G02500.1,0,0,0,0,0,0,0,0.974,0.974
RGA1,PIF3,614974,608747,3702.AT2G01570.1,3702.AT1G09530.2,0,0,0,0,0,0.715,0.6,0.79,0.974
LHCB5,LHB1B1,625451,617694,3702.AT4G10340.1,3702.AT2G34430.1,0,0,0,0.896,0.964,0.267,0,0.579,0.974
LUT2,LUT1,633905,623502,3702.AT5G57030.1,3702.AT3G53130.1,0,0,0,0,0.471,0,0,0.953,0.974
AT4G09760,XPL1,625387,621013,3702.AT4G09760.1,3702.AT3G18000.1,0,0,0,0,0.046,0,0.9,0.755,0.974
PAH1,LPP1,620066,614935,3702.AT3G09560.1,3702.AT2G01180.1,0,0,0,0,0,0.157,0.8,0.858,0.974
CCD7,CYP711A1,618833,616811,3702.AT2G44990.1,3702.AT2G26170.1,0,0,0,0,0.043,0,0,0.973,0.974
TSC10B,ATCES1,630572,626801,3702.AT5G19200.1,3702.AT4G22330.1,0,0,0,0,0,0,0.9,0.758,0.974
HDS,MK,634285,631348,3702.AT5G60600.1,3702.AT5G27450.2,0,0,0,0,0,0,0,0.974,0.974
KASI,CAC3,632736,618083,3702.AT5G46290.3,3702.AT2G38040.1,0.19,0,0,0,0.903,0,0,0.705,0.974
CLA1,HMGS,626048,625608,3702.AT4G15560.1,3702.AT4G11820.2,0,0,0,0,0,0,0,0.974,0.974
CCD8,D27,627946,608059,3702.AT4G32810.1,3702.AT1G03055.1,0,0,0,0,0.133,0,0,0.972,0.974
BRI1,BSU1,628646,608101,3702.AT4G39400.1,3702.AT1G03445.1,0,0,0,0,0,0.139,0,0.971,0.974
VTE5,APG1,629101,624582,3702.AT5G04490.1,3702.AT3G63410.1,0,0,0,0,0.095,0,0,0.972,0.973
FPS2,AT3G54250,626239,623622,3702.AT4G17190.1,3702.AT3G54250.1,0.072,0,0,0,0.804,0,0.65,0.634,0.973
PGI1,MEE31,627050,619346,3702.AT4G24620.1,3702.AT3G02570.1,0.19,0,0,0,0.193,0,0.9,0.636,0.973
HMGS,CDPMEK,625608,616889,3702.AT4G11820.2,3702.AT2G26930.1,0,0,0,0,0,0,0,0.973,0.973
FPS2,HMGS,626239,625608,3702.AT4G17190.1,3702.AT4G11820.2,0.073,0,0,0,0.908,0.049,0,0.713,0.973
PLDP1,PLA2-ALPHA,620882,615394,3702.AT3G16785.1,3702.AT2G06925.1,0,0,0,0,0,0,0.65,0.927,0.973
ABA1,NCED3,634978,620626,3702.AT5G67030.1,3702.AT3G14440.1,0,0,0,0,0,0,0,0.973,0.973
LPAT2,LPLAT1,623977,609090,3702.AT3G57650.1,3702.AT1G12640.1,0,0,0,0,0.048,0.157,0.8,0.856,0.973
PRT6,UBC17,628866,628333,3702.AT5G02310.1,3702.AT4G36410.1,0,0,0,0,0.044,0.683,0.9,0.235,0.973
IPP2,HMG2,619368,615884,3702.AT3G02780.1,3702.AT2G17370.1,0.19,0,0,0,0.901,0,0,0.696,0.973
PSD1,LPLAT1,626187,609090,3702.AT4G16700.1,3702.AT1G12640.1,0,0,0,0,0.059,0.225,0.9,0.677,0.973
CYCD3;1,RBR1,628093,620366,3702.AT4G34160.1,3702.AT3G12280.1,0,0,0,0,0.045,0.612,0,0.931,0.972
