A0A068FL09	AT2G46480.1
Q9LKJ1	AT5G65940.1
Q9LKJ1	AT5G65940.2
Q9LKJ1	AT5G65940.3
Q9LKJ1	AT5G65940.4
Q9LKZ3	AT3G12280.1
Q9LKZ3	AT3G12280.2
Q9LKZ3	AT3G12280.2
Q9LLC1	AT5G15530.1
Q9LLR6	AT5G59310.1
Q9LLR7	AT5G59320.1
Q9LM02	AT5G13710.1
Q9LM02	AT5G13710.2
Q9LM14	AT1G22180.1
Q9LM14	AT1G22180.2
Q9LM14	AT1G22180.3
Q9LM14	AT1G22180.4
Q9LMA8	AT1G19180.1
Q9LMA8	AT1G19180.2
Q9LMA8	AT1G19180.3
Q9LMI3	AT1G06360.1
Q9LMI3	AT1G06360.2
Q9LMI4	AT1G06350.1
Q9LMI7	AT1G06310.1
Q9LMJ3	AT1G06990.1
Q9LMM0	AT1G01610.1
Q9LMM1	AT1G01600.1
Q9LMM6	AT1G01550.1
Q9LMM6	AT1G01550.2
Q9LMN1	AT1G01460.1
Q9LMT8	AT1G17920.1
Q9LMT8	AT1G17920.2
Q9LMX9	AT1G13680.1
Q9LMX9	AT1G13680.1
Q9LN49	AT1G19440.1
Q9LN63	AT1G19350.1
Q9LN63	AT1G19350.3
Q9LN63	AT1G19350.5
Q9LN63	AT1G19350.4
Q9LN63	AT1G19350.6
Q9LN86	AT1G12610.1
Q9LNC2	AT1G06250.1
Q9LNC2	AT1G06250.2
Q9LND8	AT1G06100.1
Q9LND9	AT1G06090.1
Q9LNJ4	AT1G01280.1
Q9LNL1	AT1G34520.1
Q9LNL1	AT1G34520.1
Q9LNR3	AT1G17420.1
Q9LNV0	AT1G07310.1
Q9LNW3	AT1G07430.1
Q9LP65	AT1G48590.1
Q9LP65	AT1G48590.2
Q9LP65	AT1G48590.3
Q9LP65	AT1G48590.1
Q9LP65	AT1G48590.3
Q9LP65	AT1G48590.4
Q9LPK6	AT1G21540.1
Q9LPK7	AT1G21530.1
Q9LPK7	AT1G21530.2
Q9LPL5	AT1G21400.1
Q9LPL5	AT1G21400.2
Q9LPL5	AT1G21400.3
Q9LPL5	AT1G21400.4
Q9LPL5	AT1G21400.5
Q9LPL5	AT1G21400.6
Q9LPR8	AT1G50420.1
Q9LPW7	AT1G12820.1
Q9LQ12	AT1G62940.1
Q9LQ27	AT1G33750.1
Q9LQ36	AT1G33840.1
Q9LQ36	AT1G33840.1
Q9LQ36	AT1G33840.2
Q9LQ96	AT1G01630.1
Q9LQ96	AT1G01630.1
Q9LQC8	AT1G23490.1
Q9LQC8	AT1G23490.1
Q9LQK0	AT1G17470.1
Q9LQK0	AT1G17470.2
Q9LQN1	AT1G32280.1
Q9LQP8	AT1G07720.1
Q9LQP8	AT1G07720.2
Q9LQS1	AT1G75960.1
Q9LQT8	AT1G14920.1
Q9LQW4	AT1G14686.1
Q9LR47	AT1G05470.1
Q9LR47	AT1G05470.1
Q9LR47	AT1G05470.2
Q9LR78	AT1G03445.1
Q9LR78	AT1G03445.1
Q9LR78	AT1G03445.2
Q9LRA2	AT1G23910.1
Q9LRB0	AT5G23450.1
Q9LRB0	AT5G23450.2
Q9LRB0	AT5G23450.3
Q9LRB0	AT5G23450.4
Q9LRB0	AT5G23450.5
Q9LRM7	AT3G24220.1
Q9LRR0	AT3G14510.1
Q9LRR0	AT3G14510
Q9LRR0	AT3G14510.1
Q9LRR2	AT3G14490.1
Q9LRR7	AT3G14440.1
Q9LRZ5	AT3G16785.1
Q9LRZ5	AT3G16785.6
Q9LRZ5	AT3G16785.2
Q9LRZ5	AT3G16785.3
Q9LRZ5	AT3G16785.4
Q9LRZ5	AT3G16785.5
Q9LRZ6	AT3G25810.1
Q9LS01	AT3G25780.1
Q9LS02	AT3G25770.1
Q9LS03	AT3G25760.1
Q9LS68	AT3G29255.1
Q9LS68	AT3G29255
Q9LS68	AT3G29255.1
Q9LS76	AT3G29190.1
Q9LS76	AT3G29190.1
Q9LS84	AT3G23080.1
Q9LS84	AT3G23080.2
Q9LS84	AT3G23080.3
Q9LSF0	AT3G25260.1
Q9LSF1	AT3G25250.1
Q9LSF8	AT3G25180.1
Q9LSF8	AT3G25180.2
Q9LSN7	AT3G17100.1
Q9LSN7	AT3G17100.2
Q9LSQ1	AT3G16900.1
Q9LSZ9	AT5G23670.1
Q9LSZ9	AT5G23670.2
Q9LT75	AT3G19420.1
Q9LTB8	AT5G47100.1
Q9LTB8	AT5G47100.2
Q9LTG0	AT5G52570.1
Q9LTG0	AT5G52570.2
Q9LTI0	AT5G59500.1
Q9LTI0	AT5G59500.2
Q9LTI3	AT5G59470.1
Q9LTI3	AT5G59470.2
Q9LTK3	AT5G52170.1
Q9LTK3	AT5G52170.2
Q9LTK3	AT5G52170.3
Q9LTR9	AT5G57020.1
Q9LTV6	AT3G12800.1
Q9LTW0	AT3G12740.1
Q9LTX2	AT5G49980.1
Q9LU14	AT3G16370.1
Q9LU85	AT3G26070.1
Q9LUB2	AT5G48220.1
Q9LUB2	AT5G48220.2
Q9LUB2	AT5G48220.3
Q9LUB2	AT5G48220.1
Q9LUB2	AT5G48220.4
Q9LUB6	AT5G48170.1
Q9LUD9	AT3G14550.1
Q9LUD9	AT3G14550.1
Q9LUD9	AT3G14550.2
Q9LUD9	AT3G14550.3
Q9LUE0	AT3G14540.1
Q9LUE0	AT3G14540.2
Q9LUE1	AT3G14530.1
Q9LUE2	AT3G14520.1
Q9LUE4	AT5G50770.1
Q9LUF2	AT5G50690.1
Q9LUF2	AT5G50690
Q9LUF2	AT5G50690.1
Q9LUF2	AT5G50690.2
Q9LUM0	AT3G14270.1
Q9LUM0	AT3G14270.2
Q9LUM1	AT3G14260.1
Q9LUM4	AT3G14230.1
Q9LUM4	AT3G14230.2
Q9LUM4	AT3G14230.3
Q9LUM4	AT3G14230.3
Q9LUS7	AT3G16570.1
Q9LUS7	AT3G16570.2
Q9LUS7	AT3G16570.3
Q9LUW0	AT3G22400.1
Q9LUZ1	AT5G58660.1
Q9LUZ1	AT5G58660.2
Q9LV04	AT5G53450.1
Q9LV04	AT5G53450.3
Q9LV04	AT5G53450.2
Q9LV04	AT5G53450.2
Q9LV04	AT5G53450.3
Q9LV90	AT5G64870.1
Q9LVC8	AT5G57300.1
Q9LVC8	AT5G57300.2
Q9LVC8	AT5G57300.3
Q9LVC8	AT5G57300.4
Q9LVD4	AT5G57240.1
Q9LVD4	AT5G57240.2
Q9LVD4	AT5G57240.3
Q9LVD4	AT5G57240.4
Q9LVD4	AT5G57240.5
Q9LVD8	AT5G57200.1
Q9LVF0	AT3G21560.1
Q9LVK9	AT3G13900.1
Q9LVK9	AT3G13900.1
Q9LVK9	AT3G13900.2
Q9LVK9	AT3G13900.3
Q9LVM5	AT5G58220.1
Q9LVM5	AT5G58220.2
Q9LVM5	AT5G58220.3
Q9LVN0	AT5G58170.1
Q9LVP7	AT3G29110.1
Q9LVP7	AT3G29110
Q9LVP7	AT3G29110.1
Q9LVQ7	AT5G66730.1
Q9LVS0	AT5G47390.1
Q9LVS4	AT5G47350.1
Q9LVW3	AT5G54060.1
Q9LVY2	AT5G36150.1
Q9LVY2	AT5G36150.1
Q9LVY2	AT5G36150.2
Q9LVZ3	AT3G15870.1
Q9LVZ3	AT3G15870.1
Q9LVZ6	AT3G15830.1
Q9LVZ7	AT3G15820.1
Q9LVZ8	AT3G15810.1
Q9LW29	AT3G26810.1
Q9LW31	AT3G26790.1
Q9LW56	AT3G23410.1
Q9LW56	AT3G23410.2
Q9LX07	AT5G10230.1
Q9LX08	AT5G10220.1
Q9LX12	AT5G10170.1
Q9LX13	AT5G10160.1
Q9LX13	AT5G10160.1
Q9LX33	AT3G59380.1
Q9LX66	AT3G46290.1
Q9LXG5	AT5G15160.1
Q9LXN3	AT3G44540.1
Q9LXN3	AT3G44540.2
Q9LXN3	AT3G44540.2
Q9LXN3	AT3G44540.3
Q9LXR7	AT3G58850.1
Q9LXS6	AT3G58750.1
Q9LXU2	AT5G12970.1
Q9LY07	AT5G07560.1
Q9LY07	AT5G07560.1
Q9LY08	AT5G07540.1
Q9LY08	AT5G07540.2
Q9LY09	AT5G07530.1
Q9LY09	AT5G07530.2
Q9LY09	AT5G07530.2
Q9LY09	AT5G07530.3
Q9LY10	AT5G07520.1
Q9LY10	AT5G07520.2
Q9LY11	AT5G07510.1
Q9LY11	AT5G07510.2
Q9LY11	AT5G07510.3
Q9LY23	AT5G07370.1
Q9LY23	AT5G07370.2
Q9LY23	AT5G07370.3
Q9LY23	AT5G07370.4
Q9LY29	AT5G07310.1
Q9LY51	AT3G55940.1
Q9LY74	AT3G63410.1
Q9LY84	AT5G14450.1
Q9LYC1	AT3G63010.1
Q9LYG5	AT5G11650.1
Q9LYG5	AT5G11650.2
Q9LYI6	AT5G11870.1
Q9LYI6	AT5G11870.2
Q9LYJ3	AT5G14670.1
Q9LYJ3	AT5G14670.2
Q9LYJ3	AT5G14670.3
Q9LYM3	AT3G56180.1
Q9LYM3	AT3G56180.2
Q9LYM8	AT3G56130.1
Q9LYM8	AT3G56130.3
Q9LYM8	AT3G56130.2
Q9LYM8	AT3G56130.4
Q9LYM8	AT3G56130.1
Q9LYM8	AT3G56130.4
Q9LYM8	AT3G56130.5
Q9LZ03	AT5G02820.1
Q9LZ31	AT5G04660.1
Q9LZ72	AT5G04530.1
Q9LZ76	AT5G04490.1
Q9LZ76	AT5G04490.2
Q9LZ78	AT5G04470.1
Q9LZA6	AT5G04040.1
Q9LZA6	AT5G04040.2
Q9LZB2	AT5G03980.1
Q9LZC5	AT5G03820.1
Q9LZC5	AT5G03820.2
Q9LZG4	AT3G43840.1
Q9LZG4	AT3G43840.2
Q9LZH5	AT3G43720.1
Q9LZH5	AT3G43720.2
Q9LZH5	AT3G43720.2
Q9LZM1	AT5G02100.1
Q9LZM1	AT5G02100.2
Q9LZM1	AT5G02100.3
Q9LZS7	AT5G03610.1
Q9LZS8	AT5G03600.1
Q9LZS8	AT5G03600.2
Q9LZS9	AT5G03590.1
Q9LZS9	AT5G03590
Q9LZS9	AT5G03590.1
Q9LZS9	AT5G03590.2
Q9LZS9	AT5G03590.3
Q9LZV9	AT5G01870.1
Q9LZW2	AT5G01840.1
Q9LZX1	AT5G01750.1
Q9LZX1	AT5G01750.2
Q9LZZ9	AT3G60640.1
Q9M001	AT3G60620.1
Q9M001	AT3G60620.2
Q9M038	AT5G01340.1
Q9M066	AT4G36380.1
Q9M066	AT4G36380.2
Q9M099	AT4G30610.1
Q9M0D7	AT4G29460.1
Q9M0E5	AT4G29380.1
Q9M0E5	AT4G29380.2
Q9M0G0	AT4G29210.1
Q9M0G0	AT4G29210.2
Q9M0G0	AT4G29210.2
Q9M0I0	AT4G28280.1
Q9M0I0	AT4G28280.2
Q9M0I0	AT4G28280.1
Q9M0I0	AT4G28280.3
Q9M0R2	AT4G09160.1
Q9M0R2	AT4G09160.2
Q9M0R2	AT4G09160.3
Q9M0T1	AT4G08530.1
Q9M0T1	AT4G08530
Q9M0T1	AT4G08530.1
Q9M0X9	AT4G05160.1
Q9M0Y6	AT4G05090.1
Q9M0Y6	AT4G05090.2
Q9M115	AT4G01730.1
Q9M115	AT4G01730.1
Q9M120	AT4G01650.1
Q9M120	AT4G01650.2
Q9M120	AT4G01650.3
Q9M148	AT4G01200.1
Q9M149	AT4G01190.2
Q9M149	AT4G01190.1
Q9M149	AT4G01190.3
Q9M153	AT4G01130.1
Q9M153	AT4G01130.2
Q9M153	AT4G01130.3
Q9M1D7	AT3G60060.1
Q9M1K2	AT3G56960.1
Q9M1K2	AT3G56960.2
Q9M1K5	AT3G56930.1
Q9M1K5	AT3G56930.2
Q9M1M0	AT3G42850.1
Q9M1M0	AT3G42850.2
Q9M1P5	AT3G62290.1
Q9M1P5	AT3G62290.2
Q9M1P5	AT3G62290.3
Q9M1P5	AT3G62290.1
Q9M1P5	AT3G62290.2
Q9M1P5	AT3G62290.3
Q9M1R2	AT3G62120.1
Q9M1R2	AT3G62120.2
Q9M1R2	AT3G62120.3
Q9M1T1	AT3G54690.1
Q9M1V2	AT3G45070.1
Q9M1V2	AT3G45070.2
Q9M1V2	AT3G45070.3
Q9M1X2	AT3G63170.1
Q9M1Y0	AT3G59950.1
Q9M1Y0	AT3G59950.2
Q9M1Y0	AT3G59950.3
Q9M1Y0	AT3G59950.4
Q9M1Y0	AT3G59950.5
Q9M2C6	AT3G61380.1
Q9M2C6	AT3G61380.2
Q9M2C6	AT3G61380.3
Q9M2D4	AT3G61300.1
Q9M2D5	AT3G61290.1
Q9M2D7	AT3G61270.1
Q9M2D7	AT3G61270.2
Q9M2E8	AT3G61150.1
Q9M2G7	AT3G58490.1
Q9M2G7	AT3G58490.2
Q9M2I3	AT3G58330.1
Q9M2I6	AT3G58300.1
Q9M2I6	AT3G58300.1
Q9M2I9	AT3G58270.1
Q9M2I9	AT3G58270.2
Q9M2I9	AT3G58270.3
Q9M2K6	AT3G58100.1
Q9M2K6	AT3G58100.2
Q9M2L6	AT3G57310.1
Q9M2L6	AT3G57310.1
Q9M2P7	AT3G58010.1
Q9M2P7	AT3G58010.2
Q9M2R9	AT3G50400.1
Q9M2T2	AT3G55470.1
Q9M2T2	AT3G55470.2
Q9M2T2	AT3G55470.1
Q9M2U2	AT3G55360.1
Q9M2W3	AT3G55030.1
Q9M2X3	AT3G49850.1
Q9M2X3	AT3G49850.2
Q9M2Z4	AT3G48890.1
Q9M2Z8	AT3G48850.1
Q9M304	AT3G48780.1
Q9M304	AT3G48780.2
Q9M306	AT3G48760.1
Q9M325	AT3G54020.1
Q9M338	AT3G53880.1
Q9M338	AT3G53880.2
Q9M3B1	AT3G49210.1
Q9M3B1	AT3G49210.2
Q9M3B2	AT3G49200.1
Q9M3B3	AT3G49190.1
Q9M3D0	AT3G55190.1
Q9M3D1	AT3G55180.1
Q9M3D1	AT3G55180.1
Q9M5A9	AT5G54800.1
Q9M5K2	AT3G17240.1
Q9M5K2	AT3G17240.2
Q9M5K2	AT3G17240.3
Q9M5K3	AT1G48030.1
Q9M5K3	AT1G48030.2
Q9M5K3	AT1G48030.3
Q9M5K3	AT1G48030.4
Q9M5K3	AT1G48030.5
Q9M644	AT5G13910.1
Q9M7I7	AT5G43860.1
Q9M7I9	AT4G34190.1
Q9M7Z1	AT3G06850.1
Q9M7Z1	AT3G06850.2
Q9M841	AT3G04460.1
Q9M841	AT3G04460.2
Q9M879	AT3G02630.1
Q9M880	AT3G02620.1
Q9M880	AT3G02620.1
Q9M880	AT3G02620.3
Q9M880	AT3G02620.2
Q9M881	AT3G02610.1
Q9M881	AT3G02610.1
Q9M881	AT3G02610.2
Q9M881	AT3G02610
Q9M883	AT3G02590.1
Q9M883	AT3G02590.2
Q9M884	AT3G02570.1
Q9M8S8	AT3G02870.1
Q9M8S8	AT3G02870.2
Q9M8S8	AT3G02870.3
Q9M8Y5	AT3G04290.1
Q9M8Z7	AT3G07020.1
Q9M8Z7	AT3G07020.2
Q9M8Z7	AT3G07020.1
Q9M8Z7	AT3G07020.3
Q9M903	AT3G06960.1
Q9M903	AT3G06960.2
Q9M9A1	AT1G48990.1
Q9M9C7	AT1G68420.1
Q9M9E1	AT1G15520.1
Q9M9E1	AT1G15520.2
Q9M9F5	AT1G78390.1
Q9M9G0	AT1G78480.1
Q9M9H6	AT1G71697.1
Q9M9L6	AT3G05800.1
Q9M9P4	AT3G03260.1
Q9M9P4	AT3G03260.2
Q9M9V6	AT1G18870.1
Q9M9V6	AT1G18870.1
Q9M9V6	AT1G18870.2
Q9M9V6	AT1G18870.3
Q9M9W8	AT3G05630.1
Q9M9Y8	AT1G06820.1
Q9M9Y8	AT1G06820.2
Q9M9Y8	AT1G06820.3
Q9M9Y8	AT1G06820.4
Q9MA15	AT1G79600.1
Q9MA46	AT1G05800.1
Q9MA55	AT3G05420.1
Q9MA55	AT3G05420.2
Q9MA74	AT1G43710.1
Q9MA90	AT3G05290.1
Q9MAA1	AT3G05180.1
Q9MAA7	AT3G05120.1
Q9MAK7	AT1G45015.1
Q9MAK7	AT1G45015.2
Q9MAM3	AT1G01120.1
Q9MAU5	AT1G04970.3
Q9MAU5	AT1G04970.1
Q9MAU5	AT1G04970.2
Q9MBG4	AT3G29010.1
Q9MBG4	AT3G29010.1
Q9MBG4	AT3G29010.2
Q9MBG4	AT3G29010.3
Q9MBG4	AT3G29010.4
Q9MBG4	AT3G29010.5
Q9MBG4	AT3G29010.6
Q9S745	AT3G52430.1
Q9S775	AT2G25170.1
Q9S775	AT2G25170.2
Q9S775	AT2G25170.3
Q9S775	AT2G25170.4
Q9S7D1	AT3G11670.1
Q9S7D1	AT3G11670.2
Q9S7H8	AT1G74710.1
Q9S7H8	AT1G74710.2
Q9S7I3	AT2G38530.1
Q9S7R5	AT4G20370.1
Q9S816	AT3G03540.1
Q9S9L9	AT1G16180.1
Q9S9L9	AT1G16180.2
Q9S9L9	AT1G16180.1
Q9S9L9	AT1G16180.2
Q9S9Z0	AT1G34650.1
Q9SA65	AT1G03050.1
Q9SA71	AT1G30560.1
Q9SA72	AT1G30570.1
Q9SAA9	AT1G11680.1
Q9SAC0	AT1G10830.1
Q9SAC0	AT1G10830.2
Q9SAC0	AT1G10830.3
Q9SAC8	AT1G10740.1
Q9SAC8	AT1G10740.2
Q9SAC8	AT1G10740.3
Q9SAC8	AT1G10740.4
Q9SAC8	AT1G10740.1
Q9SAC8	AT1G10740.3
Q9SAC8	AT1G10740.4
Q9SAF0	AT1G13170.1
Q9SAF0	AT1G13170.2
Q9SAH5	AT1G80860.1
Q9SAH5	AT1G80860.2
Q9SAJ6	AT1G79530.1
Q9SAK2	AT1G79460.1
Q9SAV3	AT1G55510.1
Q9SB41	AT4G25220.1
Q9SB58	AT4G24630.1
Q9SB60	AT4G24650.1
Q9SB67	AT4G24715.1
Q9SB67	AT4G24720
Q9SB68	AT4G24730.1
Q9SB68	AT4G24730.2
Q9SB68	AT4G24730.1
Q9SBA5	AT5G16760.1
Q9SCU1	AT3G51670.1
Q9SCU7	AT3G28910.1
Q9SCU7	AT3G28910.2
Q9SCX9	AT5G40610.1
Q9SCZ0	AT3G51590.1
Q9SCZ4	AT3G51550.1
Q9SD84	AT5G08000.1
Q9SD84	AT5G08000.2
Q9SE43	AT5G60690.1
Q9SE45	AT2G38760.1
Q9SE83	AT1G10290.1
Q9SEY5	AT2G17650.1
Q9SF20	AT3G11780.1
Q9SF20	AT3G11780.2
Q9SF24	AT3G11740.1
Q9SF47	AT3G09560.1
Q9SF47	AT3G09560.2
Q9SF47	AT3G09560.3
Q9SF47	AT3G09560.4
Q9SF78	AT1G71691.1
Q9SF78	AT1G71691.2
Q9SF78	AT1G71691.3
Q9SF94	AT3G09930.1
Q9SF94	AT3G09930.2
Q9SFB8	AT3G07960.1
Q9SFB8	AT3G07960.3
Q9SFB8	AT3G07960.4
Q9SFB8	AT3G07960.2
Q9SFD8	AT1G21970.1
Q9SFE3	AT1G21920.1
Q9SFE3	AT1G21920.2
Q9SFW5	AT1G76290.1
Q9SFX3	AT1G76400.1
Q9SFX3	AT1G76400.2
Q9SGA2	AT3G02040.1
Q9SGD2	AT1G08280.1
Q9SGG3	AT1G72700.1
Q9SGG3	AT1G72700.2
Q9SGG3	AT1G72700.3
Q9SGH6	AT3G01420.1
Q9SGJ6	AT1G63030.1
Q9SGJ6	AT1G63030.2
Q9SGW8	AT1G64460.1
Q9SGW8	AT1G64460.1
Q9SGW8	AT1G64460
Q9SGW8	AT1G64470
Q9SH27	AT1G63410.1
Q9SH27	AT1G63410.1
Q9SH27	AT1G63410.2
Q9SH27	AT1G63410.3
Q9SH93	AT2G37940.1
Q9SH93	AT2G37940.2
Q9SHA0	AT2G37870.1
Q9SHA0	AT2G37870.1
Q9SHC8	AT2G45140.2
Q9SHC8	AT2G45140.1
Q9SHG5	AT1G17060.1
Q9SHG5	AT1G17060.1
Q9SHG5	AT1G17060
Q9SHJ5	AT1G06520.1
Q9SHP6	AT1G28610.1
Q9SHP6	AT1G28610.2
Q9SHV5	AT2G01920.1
Q9SI13	AT2G18180.1
Q9SI13	AT2G18180.2
Q9SI13	AT2G18180.3
Q9SI13	AT2G18180.4
Q9SI13	AT2G18180.5
Q9SI52	AT2G03890.1
Q9SI52	AT2G03890.2
Q9SI62	AT2G16530.1
Q9SI62	AT2G16530.2
Q9SI62	AT2G16530.3
Q9SI62	AT2G16530.4
Q9SI62	AT2G16530.5
Q9SI93	AT2G11810.3
Q9SI93	AT2G11810.1
Q9SI93	AT2G11810.2
Q9SI93	AT2G11810.4
Q9SIB2	AT2G28630.1
Q9SIB2	AT2G28630.2
Q9SID2	AT2G31360.1
Q9SID2	AT2G31360.2
Q9SIF3	AT2G04020.1
Q9SIF3	AT2G04020.1
Q9SIF3	AT2G04020.2
Q9SIF3	AT2G04020
Q9SIF5	AT2G03980.1
Q9SIF5	AT2G03980.2
Q9SIF5	AT2G03980.3
Q9SIF5	AT2G03980.4
Q9SIN1	AT2G42580.1
Q9SIN9	AT2G31690.1
Q9SIQ2	AT2G31550.1
Q9SIQ2	AT2G31550.1
Q9SIQ2	AT2G31550
Q9SIQ3	AT2G31540.1
Q9SIS4	AT2G01900.1
Q9SIS4	AT2G01900.2
Q9SIS4	AT2G01900.3
Q9SIV0	AT2G20610.1
Q9SIV0	AT2G20610.2
Q9SIW3	AT2G16380.1
Q9SIW3	AT2G16380.2
Q9SIW3	AT2G16380.3
Q9SIX1	AT2G16280.1
Q9SIZ6	AT2G40250.1
Q9SJ02	AT2G21970.1
Q9SJ35	AT2G05260.1
Q9SJ35	AT2G05260.1
Q9SJ35	AT2G05260.2
Q9SJA9	AT2G24560.1
Q9SJA9	AT2G24560.2
Q9SJB4	AT2G04570.1
Q9SJD4	AT2G04350.1
Q9SJD4	AT2G04350.2
Q9SJE2	AT1G08510.1
Q9SJH0	AT2G42870.1
Q9SJH7	AT2G42790.1
Q9SJI7	AT2G42690.1
Q9SJL2	AT2G36950.1
Q9SJL7	AT2G36890.1
Q9SJL7	AT2G36890.2
Q9SJN0	AT2G36270.1
Q9SJN0	AT2G36270.2
Q9SJN0	AT2G36270.3
Q9SK39	AT2G24940.1
Q9SKA3	AT1G22610.1
Q9SKA3	AT1G22610.1
Q9SKB7	AT2G31830.1
Q9SKB7	AT2G31830.2
Q9SKB7	AT2G31830.3
Q9SKG5	AT2G13790.1
Q9SKM9	AT2G28410.1
Q9SKM9	AT2G28410.1
Q9SKR5	AT2G20960.1
Q9SKR5	AT2G20960.4
Q9SKR5	AT2G20960.2
Q9SKR5	AT2G20960.3
Q9SKX1	AT2G43060.1
Q9SL56	AT2G13100.1
Q9SL56	AT2G13100.2
Q9SL56	AT2G13100.3
Q9SL56	AT2G13100.2
Q9SL56	AT2G13100.4
Q9SL92	AT2G25710.1
Q9SL92	AT2G25710.2
Q9SL92	AT2G25710.3
Q9SL92	AT2G25710.4
Q9SL92	AT2G25710.5
Q9SL92	AT2G25710.6
Q9SL92	AT2G25710.7
Q9SL92	AT2G25710.8
Q9SLA8	AT2G05990.1
Q9SLA8	AT2G05990.2
Q9SLD2	AT2G19450.1
Q9SLG2	AT2G18640.1
Q9SLG9	AT2G41210.1
Q9SLH3	AT2G01570.1
Q9SLK2	AT1G54320.1
Q9SLK6	AT1G54280.1
Q9SLK6	AT1G54280.2
Q9SLK6	AT1G54280.3
Q9SM02	AT1G58440.1
Q9SM23	AT5G53470.1
Q9SMU2	AT3G49050.1
Q9SNB9	AT3G46590.1
Q9SNB9	AT3G46590.2
Q9SNB9	AT3G46590.3
Q9SNB9	AT3G46590.4
Q9SNB9	AT3G46590.5
Q9SNC3	AT3G46550.1
Q9SPG2	AT5G61420.1
Q9SPG2	AT5G61420.2
Q9SPG9	AT5G40350.1
Q9SPG9	AT5G40350.2
Q9SR33	AT3G09300.1
Q9SRM5	AT3G11210.1
Q9SRQ3	AT3G03490.1
Q9SRQ6	AT3G03520.1
Q9SRQ6	AT3G03520.2
Q9SRQ7	AT3G03530.1
Q9SRR0	AT3G07560.1
Q9SRS1	AT3G07450.1
Q9SRS1	AT3G07450.1
Q9SRS6	AT3G07400.1
Q9SRU2	AT3G02260.1
Q9SRU2	AT3G02260.2
Q9SRU2	AT3G02260.3
Q9SRU2	AT3G02260.4
Q9SS00	AT1G65890.1
Q9SS39	AT3G10280.1
Q9SS98	AT3G01570.1
Q9SSA1	AT3G01530.1
Q9SSA7	AT1G53920.1
Q9SSC7	AT1G80120.1
Q9SSJ8	AT1G71010.1
Q9SSL1	AT1G70810.1
Q9SSQ9	AT1G52570.1
Q9SSQ9	AT1G52570.2
Q9SSQ9	AT1G52570.3
Q9ST43	AT2G29700.1
Q9STE8	AT3G46740.1
Q9STM3	AT3G48430.1
Q9STM3	AT3G48430.2
Q9STM6	AT3G48460.1
Q9STP8	AT4G27780.1
Q9STP8	AT4G27780.2
Q9STX1	AT4G24230.1
Q9STX1	AT4G24230.2
Q9STX1	AT4G24230.3
Q9STX1	AT4G24230.4
Q9STX1	AT4G24230.5
Q9STX1	AT4G24230.6
Q9STX2	AT4G24220.1
Q9STX2	AT4G24220.2
Q9STX2	AT4G24220.2
Q9STX3	AT4G24210.1
Q9STY7	AT3G47360.1
Q9STY8	AT3G47350.1
Q9STY8	AT3G47350.2
Q9STY8	AT3G47350.3
Q9STZ3	AT3G47290.1
Q9STZ3	AT3G47290.2
Q9SU32	AT4G12530.1
Q9SU32	AT4G12530.1
Q9SU33	AT4G12500.1
Q9SU34	AT4G12490.1
Q9SU35	AT4G12470.1
Q9SU36	AT4G12460.1
Q9SU36	AT4G12460.2
Q9SU36	AT4G12460.3
Q9SU36	AT4G12460.4
Q9SU36	AT4G12460.5
Q9SU36	AT4G12460.6
Q9SU36	AT4G12460.7
Q9SU36	AT4G12460.8
Q9SU36	AT4G12460.9
Q9SU67	AT3G48040.1
Q9SU67	AT3G48040.2
Q9SU91	AT4G29540.1
Q9SU91	AT4G29540.2
Q9SU91	AT4G29540.1
Q9SU91	AT4G29540.3
Q9SU91	AT4G29540.4
Q9SUC5	AT4G20870.1
Q9SUC5	AT4G20870.2
Q9SUG3	AT4G08170.1
Q9SUG3	AT4G08170.2
Q9SUG3	AT4G08170.3
Q9SUG3	AT4G08170.3
Q9SUG3	AT4G08170.4
Q9SUG3	AT4G08170.5
Q9SUG3	AT4G08170.6
Q9SUG3	AT4G08170.7
Q9SUI2	AT1G10900.1
Q9SUI2	AT1G10900.2
Q9SUI2	AT1G10900.3
Q9SUW4	AT4G22550.1
Q9SUX0	AT4G22490.1
Q9SUX0	AT4G22490.1
Q9SUX3	AT4G22460.1
Q9SUY9	AT3G52160.1
Q9SUY9	AT3G52160.2
Q9SUZ2	AT3G52130.1
Q9SUZ2	AT3G52130.1
Q9SV07	AT3G51970.1
Q9SV43	AT3G54950.1
Q9SV64	AT4G13050.1
Q9SVL9	AT3G50790.1
Q9SVL9	AT3G50790.2
Q9SVM9	AT4G13840.1
Q9SVS8	AT4G21690.1
Q9SVU0	AT4G28720.1
Q9SVU5	AT4G28780.1
Q9SVZ9	AT4G25860.1
Q9SVZ9	AT4G25860.2
Q9SW00	AT4G25850.1
Q9SW00	AT4G25850.2
Q9SW00	AT4G25850.3
Q9SW21	AT4G25050.1
Q9SW21	AT4G25050.2
Q9SW27	AT4G24990.1
Q9SW27	AT4G24990.2
Q9SW42	AT4G34930.1
Q9SWH5	AT2G03220.1
Q9SX33	AT1G68710.1
Q9SX33	AT1G68710.2
Q9SX33	AT1G68710.3
Q9SXA1	AT1G49340.1
Q9SXA1	AT1G49340.2
Q9SXA1	AT1G49340.3
Q9SXA1	AT1G49340.4
Q9SXE7	AT1G62500.1
Q9SXP7	AT1G04640.1
Q9SXP7	AT1G04640.2
